condition,Peptide,n,mean_diff,statistic,effect_size,p_value,p_adjusted,source_file
Neg30m_NegCTL,NCF1_296_308,3,-0.4040582253379199,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CDN1A_139_151,3,-0.3214083179321084,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RS6_228_240,3,-0.6160070749171954,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MYPC3_268_280,3,-0.832258318811237,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RYR1_4317_4329,3,-0.41839908841799706,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VTNC_390_402,3,-0.7649756913990586,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TRPM7_1498_1510,3,-0.8103469639942483,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PTK6_436_448,3,-0.6487583285509851,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,STK6_283_295,3,-0.32356773251055176,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NFKB1_330_342,3,-0.7582219295382373,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GPSM2_394_406,3,-0.6656902833205424,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,DESP_2842_2854,3,-0.5002076838065603,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CFTR_730_742,3,-0.9726795732732709,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,LIPS_944_956,3,-0.5979882680729199,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PLEK_106_118,3,-0.15580085456922355,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PTN12_32_44,3,-0.31957442629298577,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CGHB_109_121,3,-0.5015960259478763,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CAC1C_1974_1986,3,-0.523472103813163,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KAP3_107_119,3,-0.5976548419326994,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RBL2_655_667,3,-0.3017932767289784,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,EPB42_241_253,3,-0.6402237987690382,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TOP2A_1463_1475,3,-0.6653266745807874,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,EZH2_305_317,3,-0.7079384225472601,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CENPA_1_14,3,-0.10643507291987131,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TY3H_65_77,3,-0.9646952960169924,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NEK2_172_184,3,-0.3503350901867999,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MPIP1_172_184,3,-0.5052828447815445,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CSF1R_701_713,3,-0.5271285921918842,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CREB1_126_138,3,-0.41083366461050846,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCNA1_438_450,3,-0.8048914325410852,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,IRS1_788_800,3,-0.27902852231558484,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCNH2_277_289,3,-1.0115882974233779,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,REL_260_272,3,-0.649365842507792,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VASP_271_283,3,-0.2489816338219709,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RBM26_833_845,3,-0.20822829210122448,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ROA1_186_198,3,-0.13115328285826125,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCC2G_278_289,3,-0.1414989408548569,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NR4A1_344_356,3,-0.15497837927966795,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RUNX3_8_20,3,-0.08897991884764285,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NCF1_321_333,3,-0.6683674178118544,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KAP2_92_104,3,-0.3545383846177108,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ESR1_160_172,3,-0.20250924612128726,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ADRB2_338_350,3,-0.5502773877938516,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KPB1_1011_1023,3,-0.8645343397167622,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,SCN7A_898_910,3,-0.6215883805500214,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VASP_150_162,3,-0.7087235634038714,0,0,0.1814492077214203,0.4173331777592667,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ACM1_444_456,3,-0.13531452669626898,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RB_242_254,3,-0.24411228325646245,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GSUB_61_73,3,-0.10946982513767325,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ADDB_696_708,3,-0.14195543243459596,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RAF1_253_265,3,-0.11293748099268885,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,AMOT_744_756,3,-0.2568107978290482,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCNA3_461_473,3,-0.23295276274699478,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NMDZ1_890_902,3,-0.2122328553700547,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PLM_76_88,3,-0.4792660293968879,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BAD_112_124,3,-0.26441433902424577,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCNA2_442_454,3,-0.1541391000258594,1,0.16666666666666666,0.42267807417063546,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ACM4_456_468,3,0.14476439157547788,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CO4A3_1429_1441,3,0.20706536138443027,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MPIP3_208_220,3,0.14411436579992437,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,C1R_201_213,3,0.34778588801435806,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,K6PL_766_778,3,0.25078351088161843,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KS6A1_374_386,3,0.03655919606753599,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CDK7_163_175,3,0.20646716797395498,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ADDB_706_718,3,0.13211695971831036,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BUB1_207_219,3,0.2100884938488698,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,SV2A_36_48,3,0.052689254074263545,5,0.8333333333333334,0.4226780741706355,0.6846194159101843,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GYS2_1_13,3,0.0779216260121777,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ANDR_785_797,3,-0.08504217153026072,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TPH2_10_22,3,0.029890866353606604,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,FOXO3_25_37,3,-0.03621257295904545,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MP2K1_287_299,3,-0.1373983435412039,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MARCS_160_172,3,0.08738975906841992,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TRPM7_1466_1478,3,-0.07130770348740376,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ERF_519_531,3,0.05473259891160431,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,XPO1_1049_1061,3,-0.09175297299372018,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,FRAP_2443_2455,3,-0.0403804865313931,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,LMNB1_16_28,3,0.26323092575020013,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VASP_232_244,3,-0.2234652646941977,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ANXA1_209_221,3,-0.08980976478583683,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,P53_308_323,3,-0.09882761635369666,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RB_350_362,3,-0.05218658123595639,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BAD_93_105,3,0.058407995116960265,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KCNB1_489_501,3,-0.017378289127091346,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RADI_559_569,3,-0.06620403477936523,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KAPCG_192_206,3,0.027391488088606586,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TAU_524_536,3,0.07651735490028835,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GBF1_1331_1343,3,0.03395304057349187,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,H32_3_18,3,-0.07002431268427114,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ARHG2_166_178,3,0.0759175047105328,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CD27_212_224,3,0.020524942209999193,4,0.6666666666666666,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,KIF2C_105_118_S106G,3,-0.03004118844538322,2,0.3333333333333333,0.7892680261342813,0.9454773229733578,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PPR1A_28_40,3,0.05523990150082951,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CCR5_330_342,3,0.01872363303530438,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PDPK1_235_247,3,0.013142774835563632,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RAP1B_172_184,3,-0.003702318245316259,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CDC2_154_169,3,0.06683093924064003,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PP2AB_297_309,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NOS3_1171_1183,3,-0.048617908881643856,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BAD_69_81,3,0.04531590242523098,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKP1_167_179,3,-0.0375673612486338,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RB_803_815,3,-2.7979526334192173e-4,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MBP_222_234,3,0.03300879772894483,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PRKDC_2618_2630,3,-0.04319289913325945,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,H2B1B_ 27_40,3,0.036373899170617875,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,IF4E_203_215,3,0.015286709875790437,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,FIBA_569_581,3,0.11886451026540476,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RIT1_202_214,3,0.039525299646256215,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GPR6_349_361,3,-0.001777970075421765,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MARCS_152_164,3,0.023345251885214857,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MYL9_14_26,3,-0.008184657503077137,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg4h_NegCTL,GYS2_1_13,3,0.19815611722329773,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,FOXO3_25_37,3,0.17899757536641628,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MP2K1_287_299,3,0.21530254360460108,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,ACM1_444_456,3,0.22249665355926349,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RB_242_254,3,0.26529683546031,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RB_803_815,3,0.24385431349665007,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NEK2_172_184,3,0.1921875641557905,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MBP_222_234,3,0.23312465690664178,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KCNB1_489_501,3,0.07685544108315263,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RADI_559_569,3,0.273848350292013,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,IRS1_788_800,3,0.13408915756764875,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TAU_524_536,3,0.3153163269184116,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PRKDC_2618_2630,3,0.2717181902657784,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KS6A1_374_386,3,0.13494113661966653,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,IF4E_203_215,3,0.1928563709568388,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,ROA1_186_198,3,0.20328077845995493,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NR4A1_344_356,3,0.17807208649656067,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RUNX3_8_20,3,0.143038269827002,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RIT1_202_214,3,0.09966531557283116,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,BUB1_207_219,3,0.15385509653467633,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VIME_28_40,3,0.21095843165781117,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MYL9_14_26,3,0.12580279200187702,6,1,0.18144920772142026,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NCF1_296_308,3,-0.31366688065681575,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CDN1A_139_151,3,-0.16496463566532724,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MYPC3_268_280,3,-0.4214305276733885,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VTNC_390_402,3,-0.41486582067369443,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TRPM7_1498_1510,3,-0.45579929720316414,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PTK6_436_448,3,-0.34108052354431173,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,STK6_283_295,3,-0.16436701284490654,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NFKB1_330_342,3,-0.4768577707122971,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CFTR_730_742,3,-0.511647861095652,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,LIPS_944_956,3,-0.37356959086422076,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PTN12_32_44,3,-0.3401844371208688,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CGHB_109_121,3,-0.22684549468162304,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CAC1C_1974_1986,3,-0.4057131062407319,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KAP3_107_119,3,-0.4373902244222461,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TOP2A_1463_1475,3,-0.34196353259748946,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,EZH2_305_317,3,-0.43506119358324735,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TY3H_65_77,3,-0.5399037122910416,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CSF1R_701_713,3,-0.3388723476551796,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CREB1_126_138,3,-0.29522866708972967,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KCNA1_438_450,3,-0.49038575483436464,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KCNH2_277_289,3,-0.5361526788145241,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,REL_260_272,3,-0.4978771757142697,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VASP_271_283,3,-0.14553123577235225,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RBM26_833_845,3,-0.20676934473183875,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PLM_76_88,3,-0.35751422096728075,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NCF1_321_333,3,-0.42062776699550614,0,0,0.1814492077214203,0.3760947214589439,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
